время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
244.88;1422;107;107;1.0;1.66;3.58;47;2;0;0;0.0;0.0;140;95;65;56;30;40;87;350;165;157;17;32;40;13.38;13.07;;;;4.2;1.2;345;63
245.1;1345;107;107;1.0;5.92;13;51;5;0;0;0.0;0.0;140;95;64;56;28;37;88;365;164;157;17;32;42;13.38;13.07;;;;14.9;2.3;345;63
245.3;1345;107;107;1.0;5.92;13;51;5;0;0;0.0;0.0;140;95;64;56;28;37;88;365;164;157;17;32;42;13.38;13.07;;;;14.9;2.3;345;63
245.5;1255;106;106;1.0;5.22;12;54;6;0;0;0.0;0.0;140;95;64;24;27;43;88;384;164;157;15;32;43;13.25;13.07;;;;12.4;3.2;345;63
245.72;1255;106;106;1.0;5.22;12;54;6;0;0;0.0;0.0;140;95;64;24;27;43;88;384;164;157;15;32;43;13.25;13.07;;;;12.4;3.2;345;63
245.92;1140;106;106;1.0;4.76;11;47;2;0;0;0.0;0.0;140;95;64;56;38;38;87;334;164;157;14;32;32;13.25;13.07;;;;10.5;1.2;345;63
246.14;973;106;106;1.0;4.75;11;48;3;0;0;0.0;0.0;140;95;64;24;29;42;88;351;164;156;13;32;41;13.25;13.07;;;;9.2;1.5;345;63
246.34;973;106;106;1.0;4.75;11;48;3;0;0;0.0;0.0;140;95;64;24;29;42;88;351;164;156;13;32;41;13.25;13.07;;;;9.2;1.5;345;63
246.55;1101;106;106;1.0;4.75;11;48;3;0;0;0.0;0.0;140;95;64;24;35;37;87;355;163;156;14;32;35;13.25;13.07;;;;10.4;1.5;345;63
246.76;1101;106;106;1.0;4.75;11;48;3;0;0;0.0;0.0;140;95;64;24;35;37;87;355;163;156;14;32;35;13.25;13.07;;;;10.4;1.5;345;63
246.97;1037;106;106;1.0;4.75;11;48;3;0;0;0.0;0.0;140;95;64;8;32;39;87;356;163;156;14;32;38;13.25;13.07;;;;9.8;1.5;345;63
247.18;1063;106;106;1.0;4.75;11;49;3;0;0;0.0;0.0;140;95;64;56;33;37;88;354;163;156;14;32;37;13.25;13.07;;;;10.1;1.7;345;63
247.39;1063;106;106;1.0;4.75;11;49;3;0;0;0.0;0.0;140;95;64;56;33;37;88;354;163;156;14;32;37;13.25;13.07;;;;10.1;1.7;345;63
247.59;1063;106;106;1.0;4.76;11;49;3;0;0;0.0;0.0;140;95;64;8;31;40;88;357;163;156;14;32;39;13.25;13.07;;;;10.1;1.7;345;63
