время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
758.75;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
758.96;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
759.17;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
759.38;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
759.58;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
759.8;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
760.0;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
760.22;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
760.42;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
760.63;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
760.83;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
761.04;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
761.25;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
761.47;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
761.67;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
761.89;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
762.09;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
762.29;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
762.5;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
762.71;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
762.92;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
763.13;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
763.34;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
763.55;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
763.75;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
763.97;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
764.18;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
764.38;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
764.59;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
764.8;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
765.0;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
765.22;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
765.44;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
765.64;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
765.84;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
766.04;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
766.25;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
766.46;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
766.66;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
766.88;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
767.09;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
767.3;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
767.51;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
767.72;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
767.92;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
768.13;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
768.34;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
768.55;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
768.75;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
768.95;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
769.16;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
769.38;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
769.58;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
769.79;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
770.0;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
770.21;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
770.41;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
770.62;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
770.83;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
771.04;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
771.24;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
771.45;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
771.65;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
771.85;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
772.07;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
772.27;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
772.48;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
772.69;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
772.9;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
773.12;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
773.32;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
773.53;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
773.73;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
773.94;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
774.15;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
774.36;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
774.56;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
774.77;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
774.98;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
775.18;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
775.39;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
775.6;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
775.81;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
776.03;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
776.23;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
776.44;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
776.66;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
776.88;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
777.08;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
777.29;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
777.49;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
777.7;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
777.91;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
778.11;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
778.32;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
778.53;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
778.74;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
778.94;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
779.15;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
779.36;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
779.57;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
779.78;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
779.98;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
780.18;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
780.4;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
780.6;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
780.81;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
781.02;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
781.22;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
781.43;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
781.64;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
781.85;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
782.06;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
782.27;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
782.49;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
782.7;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
782.91;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
783.12;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
783.32;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
783.52;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
783.72;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
783.93;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
784.14;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
784.35;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
784.56;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
784.77;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
784.97;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
785.17;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
785.39;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
785.6;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
785.8;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
786.01;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
786.22;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
786.42;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
786.63;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
786.84;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
787.05;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
787.25;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
787.46;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
787.67;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
787.88;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
788.09;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
788.3;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.0;345;63
788.5;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
788.71;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
788.91;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
789.12;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
789.32;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
789.53;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
789.74;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;255;20;0.0;14.7;;;;;0.3;345;63
789.95;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
790.16;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
790.37;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
790.58;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
790.78;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
790.99;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
791.19;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
791.39;0.0;0;0;1.0;0.52;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.0;345;63
791.6;0.0;0;0;1.0;0.52;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;103;16;143;127;0;193;20;0.0;14.7;;;;;0.3;345;63
